description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1 Lost Magic of Cleansing + 1 Lost Magic of Cleansing -> 1 Lost Magic of Cleansing more skills	1								2	149,qty=2							usetype				oskill		109	0	10																																																																															0
1 Lost Magic of Concentration + 1 Lost Magic of Concentration -> 1 Lost Magic of Concentration more skills	1								2	14a,qty=2							usetype				oskill		113	0	10																																																																															0
1 Lost Magic of Conversion + 1 Lost Magic of Conversion -> 1 Lost Magic of Conversion more skills	1								2	14b,qty=2							usetype				oskill		116	0	10																																																																															0
1 Lost Magic of Conviction + 1 Lost Magic of Conviction -> 1 Lost Magic of Conviction more skills	1								2	14c,qty=2							usetype				oskill		123	0	10																																																																															0
1 Lost Magic of Defiance + 1 Lost Magic of Defiance -> 1 Lost Magic of Defiance more skills	1								2	14d,qty=2							usetype				oskill		104	0	10																																																																															0
1 Lost Magic of Fanaticism + 1 Lost Magic of Fanaticism -> 1 Lost Magic of Fanaticism more skills	1								2	14e,qty=2							usetype				oskill		122	0	10																																																																															0
1 Lost Magic of Fist of the Heavens + 1 Lost Magic of Fist of the Heavens -> 1 Lost Magic of Fist of the Heavens more skills	1								2	14f,qty=2							usetype				oskill		121	0	10																																																																															0
1 Lost Magic of Holy Bolt + 1 Lost Magic of Holy Bolt -> 1 Lost Magic of Holy Bolt more skills	1								2	14g,qty=2							usetype				oskill		101	0	10																																																																															0
1 Lost Magic of Holy Fire + 1 Lost Magic of Holy Fire -> 1 Lost Magic of Holy Fire more skills	1								2	14h,qty=2							usetype				oskill		102	0	10																																																																															0
1 Lost Magic of Holy Freeze + 1 Lost Magic of Holy Freeze -> 1 Lost Magic of Holy Freeze more skills	1								2	14i,qty=2							usetype				oskill		114	0	10																																																																															0
1 Lost Magic of Holy Shield + 1 Lost Magic of Holy Shield -> 1 Lost Magic of Holy Shield more skills	1								2	14j,qty=2							usetype				oskill		117	0	10																																																																															0
1 Lost Magic of Holy Shock + 1 Lost Magic of Holy Shock -> 1 Lost Magic of Holy Shock more skills	1								2	14k,qty=2							usetype				oskill		118	0	10																																																																															0
1 Lost Magic of Meditation + 1 Lost Magic of Meditation -> 1 Lost Magic of Meditation more skills	1								2	14l,qty=2							usetype				oskill		120	0	10																																																																															0
1 Lost Magic of Might + 1 Lost Magic of Might -> 1 Lost Magic of Might more skills	1								2	14m,qty=2							usetype				oskill		098	0	10																																																																															0
1 Lost Magic of Prayer + 1 Lost Magic of Prayer -> 1 Lost Magic of Prayer more skills	1								2	14n,qty=2							usetype				oskill		099	0	10																																																																															0
1 Lost Magic of Redemption + 1 Lost Magic of Redemption -> 1 Lost Magic of Redemption more skills	1								2	14o,qty=2							usetype				oskill		124	0	10																																																																															0
1 Lost Magic of Resist Cold + 1 Lost Magic of Resist Cold -> 1 Lost Magic of Resist Cold more skills	1								2	14p,qty=2							usetype				oskill		105	0	10																																																																															0
1 Lost Magic of Resist Fire + 1 Lost Magic of Resist Fire -> 1 Lost Magic of Resist Fire more skills	1								2	14q,qty=2							usetype				oskill		100	0	10																																																																															0
1 Lost Magic of Resist Lightning + 1 Lost Magic of Resist Lightning -> 1 Lost Magic of Resist Lightning more skills	1								2	14r,qty=2							usetype				oskill		110	0	10																																																																															0
1 Lost Magic of Sacrifice + 1 Lost Magic of Sacrifice -> 1 Lost Magic of Sacrifice more skills	1								2	14s,qty=2							usetype				oskill		096	0	10																																																																															0
1 Lost Magic of Salvation + 1 Lost Magic of Salvation -> 1 Lost Magic of Salvation more skills	1								2	14t,qty=2							usetype				oskill		125	0	10																																																																															0
1 Lost Magic of Sanctuary + 1 Lost Magic of Sanctuary -> 1 Lost Magic of Sanctuary more skills	1								2	14u,qty=2							usetype				oskill		119	0	10																																																																															0
1 Lost Magic of Smite + 1 Lost Magic of Smite -> 1 Lost Magic of Smite more skills	1								2	14v,qty=2							usetype				oskill		097	0	10																																																																															0
1 Lost Magic of Thorns + 1 Lost Magic of Thorns -> 1 Lost Magic of Thorns more skills	1								2	14w,qty=2							usetype				oskill		103	0	10																																																																															0
1 Lost Magic of Vengeance + 1 Lost Magic of Vengeance -> 1 Lost Magic of Vengeance more skills	1								2	14x,qty=2							usetype				oskill		111	0	10																																																																															0
1 Lost Magic of Vigor + 1 Lost Magic of Vigor -> 1 Lost Magic of Vigor more skills	1								2	14y,qty=2							usetype				oskill		115	0	10																																																																															0
1 Lost Magic of Zeal + 1 Lost Magic of Zeal -> 1 Lost Magic of Zeal more skills	1								2	14z,qty=2							usetype				oskill		106	0	10																																																																															0
1 Lost Magic of Blaze + 1 Lost Magic of Blaze -> 1 Lost Magic of Blaze more skills	1								2	150,qty=2							usetype				oskill		046	0	10																																																																															0
1 Lost Magic of Blizzard + 1 Lost Magic of Blizzard -> 1 Lost Magic of Blizzard more skills	1								2	151,qty=2							usetype				oskill		059	0	10																																																																															0
1 Lost Magic of Chain Lightning + 1 Lost Magic of Chain Lightning -> 1 Lost Magic of Chain Lightning more skills	1								2	152,qty=2							usetype				oskill		053	0	10																																																																															0
1 Lost Magic of Charged Bolt + 1 Lost Magic of Charged Bolt -> 1 Lost Magic of Charged Bolt more skills	1								2	153,qty=2							usetype				oskill		038	0	10																																																																															0
1 Lost Magic of Chilling Armor + 1 Lost Magic of Chilling Armor -> 1 Lost Magic of Chilling Armor more skills	1								2	154,qty=2							usetype				oskill		060	0	10																																																																															0
1 Lost Magic of Cold Mastery + 1 Lost Magic of Cold Mastery -> 1 Lost Magic of Cold Mastery more skills	1								2	155,qty=2							usetype				oskill		065	0	10																																																																															0
1 Lost Magic of Enchant + 1 Lost Magic of Enchant -> 1 Lost Magic of Enchant more skills	1								2	156,qty=2							usetype				oskill		052	0	10																																																																															0
1 Lost Magic of Energy Shield + 1 Lost Magic of Energy Shield -> 1 Lost Magic of Energy Shield more skills	1								2	157,qty=2							usetype				oskill		058	0	10																																																																															0
1 Lost Magic of Fire Ball + 1 Lost Magic of Fire Ball -> 1 Lost Magic of Fire Ball more skills	1								2	158,qty=2							usetype				oskill		047	0	10																																																																															0
1 Lost Magic of Fire Bolt + 1 Lost Magic of Fire Bolt -> 1 Lost Magic of Fire Bolt more skills	1								2	159,qty=2							usetype				oskill		036	0	10																																																																															0
1 Lost Magic of Fire Mastery + 1 Lost Magic of Fire Mastery -> 1 Lost Magic of Fire Mastery more skills	1								2	15a,qty=2							usetype				oskill		061	0	10																																																																															0
1 Lost Magic of Fire Wall + 1 Lost Magic of Fire Wall -> 1 Lost Magic of Fire Wall more skills	1								2	15b,qty=2							usetype				oskill		051	0	10																																																																															0
1 Lost Magic of Frost Nova + 1 Lost Magic of Frost Nova -> 1 Lost Magic of Frost Nova more skills	1								2	15c,qty=2							usetype				oskill		044	0	10																																																																															0
1 Lost Magic of Frozen Armor + 1 Lost Magic of Frozen Armor -> 1 Lost Magic of Frozen Armor more skills	1								2	15d,qty=2							usetype				oskill		040	0	10																																																																															0
1 Lost Magic of Frozen Orb + 1 Lost Magic of Frozen Orb -> 1 Lost Magic of Frozen Orb more skills	1								2	15e,qty=2							usetype				oskill		064	0	10																																																																															0
1 Lost Magic of Glacial Spike + 1 Lost Magic of Glacial Spike -> 1 Lost Magic of Glacial Spike more skills	1								2	15f,qty=2							usetype				oskill		055	0	10																																																																															0
1 Lost Magic of Hydra + 1 Lost Magic of Hydra -> 1 Lost Magic of Hydra more skills	1								2	15g,qty=2							usetype				oskill		062	0	10																																																																															0
1 Lost Magic of Ice Blast + 1 Lost Magic of Ice Blast -> 1 Lost Magic of Ice Blast more skills	1								2	15h,qty=2							usetype				oskill		045	0	10																																																																															0
1 Lost Magic of Ice Bolt + 1 Lost Magic of Ice Bolt -> 1 Lost Magic of Ice Bolt more skills	1								2	15i,qty=2							usetype				oskill		039	0	10																																																																															0
1 Lost Magic of Inferno + 1 Lost Magic of Inferno -> 1 Lost Magic of Inferno more skills	1								2	15j,qty=2							usetype				oskill		041	0	10																																																																															0
1 Lost Magic of Lightning + 1 Lost Magic of Lightning -> 1 Lost Magic of Lightning more skills	1								2	15k,qty=2							usetype				oskill		049	0	10																																																																															0
1 Lost Magic of Lightning Mastery + 1 Lost Magic of Lightning Mastery -> 1 Lost Magic of Lightning Mastery more skills	1								2	15l,qty=2							usetype				oskill		063	0	10																																																																															0
1 Lost Magic of Meteor + 1 Lost Magic of Meteor -> 1 Lost Magic of Meteor more skills	1								2	15m,qty=2							usetype				oskill		056	0	10																																																																															0
1 Lost Magic of Nova + 1 Lost Magic of Nova -> 1 Lost Magic of Nova more skills	1								2	15n,qty=2							usetype				oskill		048	0	10																																																																															0
1 Lost Magic of Shiver Armor + 1 Lost Magic of Shiver Armor -> 1 Lost Magic of Shiver Armor more skills	1								2	15o,qty=2							usetype				oskill		050	0	10																																																																															0
1 Lost Magic of Static Field + 1 Lost Magic of Static Field -> 1 Lost Magic of Static Field more skills	1								2	15p,qty=2							usetype				oskill		042	0	10																																																																															0
1 Lost Magic of Telekinesis + 1 Lost Magic of Telekinesis -> 1 Lost Magic of Telekinesis more skills	1								2	15q,qty=2							usetype				oskill		043	0	10																																																																															0
1 Lost Magic of Teleport + 1 Lost Magic of Teleport -> 1 Lost Magic of Teleport more skills	1								2	15r,qty=2							usetype				oskill		054	0	10																																																																															0
1 Lost Magic of Thunder Storm + 1 Lost Magic of Thunder Storm -> 1 Lost Magic of Thunder Storm more skills	1								2	15s,qty=2							usetype				oskill		057	0	10																																																																															0
1 Lost Magic of Warmth + 1 Lost Magic of Warmth -> 1 Lost Magic of Warmth more skills	1								2	15t,qty=2							usetype				oskill		037	0	10																																																																															0
