Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Twister	100	1	1	48		48		dru	18	1	44	charged	240	-20	-3										amul	circ											0	0
of Volcano	100	1	1	30		30		dru	24	1	44	charged	244	-30	-6										club												0	0
of Volcano	100	1	1	60		60		dru	24	1	44	charged	244	-20	-3										hamm												0	0
of Tornado	100	1	1	30		30		dru	24	1	44	charged	245	-30	-5										club												0	0
of Tornado	100	1	1	60		60		dru	24	1	44	charged	245	-20	-2										amul	circ											0	0
of Armageddon	100			36		36		dru	30	1	44	charged	249	-30	-3										club												0	0
of Armageddon	100			72		72		dru	30	1	44	charged	249	-20	-1										staf												0	0
of Hurricane	100			36		36		dru	30	1	44	charged	250	-30	-3										club												0	0
of Hurricane	100			72		72		dru	30	1	44	charged	250	-20	-1										amul	circ											0	0
of Damage Amplification	100	1	1	3						1	44	hit-skill	66	5	1										weap							orb					0	0
of the Icicle	100	1	1	37		29				2	10	cold-min		2	3	cold-max		6	10	cold-len		50	50	dblu	jewl												0	0
of the Glacier	100	1		58		50				2	10	cold-min		4	5	cold-max		11	15	cold-len		50	50	dblu	jewl												0	0
of Fire	100	1	1	36		28				2	12	fire-min		4	10	fire-max		11	30					dred	jewl												0	0
of Burning	100	1	1	57		49				2	12	fire-min		11	25	fire-max		31	50					dred	jewl												0	0
of Lightning	100	1	1	36		28				2	13	ltng-min		1	1	ltng-max		21	60					dyel	jewl												0	0
of Thunder	100	1	1	57		49				2	13	ltng-min		1	1	ltng-max		61	100					dyel	jewl												0	0
of Daring	100	1	1	19		14				3	17	dex		4	6										jewl												0	0
of Daring	100	1	1	36		28				3	17	dex		7	9										jewl												0	0
of Knowledge	100	1	1	24		18				3	23	enr		4	6										jewl												0	0
of Knowledge	100	1	1	41		33				3	23	enr		7	9										jewl												0	0
of Virility	100	1	1	33		25				4	31	str		5	6										jewl												0	0
of Virility	100	1	1	50		42				4	31	str		7	9										jewl												0	0
of Readiness	1	1	1	20		15				2	7	swing1		10	10										glov												0	0
of Craftsmanship	100	1	1	1		1				4	14	dmg-max		1	1										lcha												0	0
of Quality	100	1	1	41		33				4	14	dmg-max		2	2										lcha												0	0
of Maiming	100	1		71		63				4	14	dmg-max		3	4										lcha												0	0
of Craftsmanship	100	1	1	26		19				4	14	dmg-max		1	1										mcha												0	0
of Quality	100	1		56		48				4	14	dmg-max		2	2										mcha												0	0
of Craftsmanship	100	1	1	85		77				4	14	dmg-max		1	1										scha												0	0
of Blight	100	1	1	1		1				2	16	dmg-pois	75	21	21										lcha												0	0
of Venom	100	1	1	6		4				1	16	dmg-pois	100	39	39										lcha												0	0
of Pestilence	100	1	1	14		10				1	16	dmg-pois	125	52	52									dgrn	lcha												0	0
of Anthrax	100	1		21		15				1	16	dmg-pois	150	86	86									dgrn	lcha												0	0
of Blight	100	1	1	5		3				2	16	dmg-pois	75	21	21										mcha												0	0
of Venom	100	1	1	13		9				1	16	dmg-pois	100	39	39										mcha												0	0
of Pestilence	100	1	1	23		17				1	16	dmg-pois	125	52	52									dgrn	mcha												0	0
of Anthrax	100	1		33		25				1	16	dmg-pois	150	86	86									dgrn	mcha												0	0
of Blight	100	1	1	9		6				2	16	dmg-pois	75	21	21										scha												0	0
of Venom	100	1	1	20		15				1	16	dmg-pois	100	39	39										scha												0	0
of Pestilence	100	1	1	32		24				1	16	dmg-pois	125	52	52									dgrn	scha												0	0
of Anthrax	100	1		44		36				1	16	dmg-pois	150	86	86									dgrn	scha												0	0
of Frost	100	1	1	5		3				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25		lcha												0	0
of the Icicle	100	1	1	8		6				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25		lcha												0	0
of the Glacier	100	1	1	15		11				1	10	cold-min		3	3	cold-max		5	7	cold-len		25	25	dblu	lcha												0	0
of Winter	100	1		23		17				1	10	cold-min		4	6	cold-max		8	11	cold-len		25	25	dblu	lcha												0	0
of Frost	100	1	1	9		6				2	10	cold-min		1	1	cold-max		2	3	cold-len		25	25		mcha												0	0
of the Icicle	100	1	1	15		11				1	10	cold-min		2	2	cold-max		4	5	cold-len		25	25		mcha												0	0
of the Glacier	100	1	1	25		18				1	10	cold-min		3	3	cold-max		6	8	cold-len		25	25	dblu	mcha												0	0
of Winter	100	1		35		27				1	10	cold-min		4	6	cold-max		9	12	cold-len		25	25	dblu	mcha												0	0
of Frost	100	1	1	14		10				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25		scha												0	0
of the Icicle	100	1	1	21		15				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25		scha												0	0
of the Glacier	100	1	1	33		25				1	10	cold-min		3	3	cold-max		5	6	cold-len		25	25	dblu	scha												0	0
of Winter	100	1		46		38				1	10	cold-min		4	5	cold-max		7	9	cold-len		25	25	dblu	scha												0	0
of Flame	100	1	1	3		2				2	12	fire-min		1	1	fire-max		2	2						lcha												0	0
of Fire	100	1	1	8		6				1	12	fire-min		1	2	fire-max		3	3						lcha												0	0
of Burning	100	1	1	14		10				1	12	fire-min		2	3	fire-max		4	7					dred	lcha												0	0
of Incineration	100	1		22		16				1	12	fire-min		4	7	fire-max		8	14					dred	lcha												0	0
of Flame	100	1	1	7		5				2	12	fire-min		1	1	fire-max		2	2						mcha												0	0
of Fire	100	1	1	14		10				1	12	fire-min		2	2	fire-max		3	5						mcha												0	0
of Burning	100	1	1	24		18				1	12	fire-min		3	5	fire-max		6	11					dred	mcha												0	0
of Incineration	100	1		34		26				1	12	fire-min		6	10	fire-max		12	17					dred	mcha												0	0
of Flame	100	1	1	11		8				2	12	fire-min		1	1	fire-max		2	2						scha												0	0
of Fire	100	1	1	20		15				1	12	fire-min		2	2	fire-max		3	4						scha												0	0
of Burning	100	1	1	32		24				1	12	fire-min		3	4	fire-max		5	8					dred	scha												0	0
of Incineration	100	1		45		37				1	12	fire-min		5	7	fire-max		9	13					dred	scha												0	0
of Shock	100	1	1	4		3				2	13	ltng-min		1	1	ltng-max		2	3						lcha												0	0
of Lightning	100	1	1	7		5				1	13	ltng-min		1	1	ltng-max		4	7						lcha												0	0
of Thunder	100	1	1	15		11				1	13	ltng-min		1	1	ltng-max		8	21					dyel	lcha												0	0
of Storms	100	1		22		16				1	13	ltng-min		1	1	ltng-max		22	33					dyel	lcha												0	0
of Shock	100	1	1	7		5				2	13	ltng-min		1	1	ltng-max		3	5						mcha												0	0
of Lightning	100	1	1	14		10				1	13	ltng-min		1	1	ltng-max		6	13						mcha												0	0
of Thunder	100	1	1	24		18				1	13	ltng-min		1	1	ltng-max		14	25					dyel	mcha												0	0
of Storms	100	1		34		26				1	13	ltng-min		1	1	ltng-max		26	38					dyel	mcha												0	0
of Shock	100	1	1	12		9				2	13	ltng-min		1	1	ltng-max		3	6						scha												0	0
of Lightning	100	1	1	21		15				1	13	ltng-min		1	1	ltng-max		7	10						scha												0	0
of Thunder	100	1	1	33		25				1	13	ltng-min		1	1	ltng-max		11	18					dyel	scha												0	0
of Storms	100	1		45		37				1	13	ltng-min		1	1	ltng-max		19	28					dyel	scha												0	0
of Dexterity	1	1	1	1	12	1				4	17	dex		1	1										boot	glov											0	0
of Dexterity	1	1	1	1	5	1				4	17	dex		1	1										ring												0	0
of Strength	1	1	1	1	11	1				4	31	str		1	1										glov												0	0
of Strength	1	1	1	1	4	1				4	31	str		1	1										ring												0	0
of Thorns	1	1	1	1	13	1				4	6	thorns		1	1										tors	belt	shld										0	0
of Frost	1	1	1	1	3	1				4	10	dmg-cold	25	1	1										weap							staf	wand	orb			0	0
of Flame	1	1	1	1	3	1				4	12	dmg-fire		1	2										weap							staf	wand	orb			0	0
of Blight	1	1	1	1	4	1				4	16	dmg-pois	50	8	8										weap							scep	staf	orb			0	0
of Shock	1	1	1	1	3	1				4	13	dmg-ltng		1	3										weap							staf	wand	orb			0	0
of Regeneration	1	1	1	1	9	1				3	19	regen		2	2										amul	circ											0	0
of Energy	1	1	1	1	4	1				4	23	enr		1	1										amul	orb	circ	wand	staf	helm	ring						0	0
of Light	1	1	1	1	5	1				4	25	light		1	1	att		10	10						ring	amul											0	0
of the Leech	100	1	1	24		20				2	27	lifesteal		2	3										amul												0	0
of the Locust	100	1	1	57		45				2	27	lifesteal		4	5										amul												0	0
of the Lamprey	100	1	1	85		73				2	27	lifesteal		6	6									cred	amul												0	0
of the Bat	1	1	1	25		21				2	28	manasteal		2	3										ring												0	0
of the Wraith	1	1	1	58		46				2	28	manasteal		4	5										ring												0	0
of the Vampire	100	1	1	86		74				2	28	manasteal		6	6									cred	ring												0	0
																																						
of Avoid	100	1		1		1				1	99	oskill	018	1	10										t100												0	0
of Charged Strike	100	1		1		1				1	99	oskill	024	1	10										t101												0	0
of Cold Arrow	100	1		1		1				1	99	oskill	011	1	10										t102												0	0
of Critical Strike	100	1		1		1				1	99	oskill	009	1	10										t103												0	0
of Decoy	100	1		1		1				1	99	oskill	028	1	10										t104												0	0
of Dodge	100	1		1		1				1	99	oskill	013	1	10										t105												0	0
of Evade	100	1		1		1				1	99	oskill	029	1	10										t106												0	0
of Exploding Arrow	100	1		1		1				1	99	oskill	016	1	10										t107												0	0
of Fend	100	1		1		1				1	99	oskill	030	1	10										t108												0	0
of Fire Arrow	100	1		1		1				1	99	oskill	007	1	10										t109												0	0
of Freezing Arrow	100	1		1		1				1	99	oskill	031	1	10										t10a												0	0
of Guided Arrow	100	1		1		1				1	99	oskill	022	1	10										t10b												0	0
of Ice Arrow	100	1		1		1				1	99	oskill	021	1	10										t10c												0	0
of Immolation Arrow	100	1		1		1				1	99	oskill	027	1	10										t10d												0	0
of Impale	100	1		1		1				1	99	oskill	019	1	10										t10e												0	0
of Inner Sight	100	1		1		1				1	99	oskill	008	1	10										t10f												0	0
of Jab	100	1		1		1				1	99	oskill	010	1	10										t10g												0	0
of Lightning Bolt	100	1		1		1				1	99	oskill	020	1	10										t10h												0	0
of Lightning Fury	100	1		1		1				1	99	oskill	035	1	10										t10i												0	0
of Lightning Strike	100	1		1		1				1	99	oskill	034	1	10										t10j												0	0
of Magic Arrow	100	1		1		1				1	99	oskill	006	1	10										t10k												0	0
of Multiple Shot	100	1		1		1				1	99	oskill	012	1	10										t10l												0	0
of Penetrate	100	1		1		1				1	99	oskill	023	1	10										t10m												0	0
of Pierce	100	1		1		1				1	99	oskill	033	1	10										t10n												0	0
of Plague Javelin	100	1		1		1				1	99	oskill	025	1	10										t10o												0	0
of Poison Javelin	100	1		1		1				1	99	oskill	015	1	10										t10p												0	0
of Power Strike	100	1		1		1				1	99	oskill	014	1	10										t10q												0	0
of Slow Missiles	100	1		1		1				1	99	oskill	017	1	10										t10r												0	0
of Strafe	100	1		1		1				1	99	oskill	026	1	10										t10s												0	0
of Valkyrie	100	1		1		1				1	99	oskill	032	1	10										t10t												0	0
of Blades of Ice	100	1		1		1				1	99	oskill	274	1	10										t10u												0	0
of Blade Fury	100	1		1		1				1	99	oskill	266	1	10										t10v												0	0
of Blade Sentinel	100	1		1		1				1	99	oskill	257	1	10										t10w												0	0
of Blade Shield	100	1		1		1				1	99	oskill	277	1	10										t10x												0	0
of Burst of Speed	100	1		1		1				1	99	oskill	258	1	10										t10y												0	0
of Charged Bolt Sentry	100	1		1		1				1	99	oskill	261	1	10										t10z												0	0
of Claws of Thunder	100	1		1		1				1	99	oskill	269	1	10										t110												0	0
of Claw Mastery	100	1		1		1				1	99	oskill	252	1	10										t111												0	0
of Cloak of Shadows	100	1		1		1				1	99	oskill	264	1	10										t112												0	0
of Cobra Strike	100	1		1		1				1	99	oskill	265	1	10										t113												0	0
of Death Sentry	100	1		1		1				1	99	oskill	276	1	10										t114												0	0
of Dragon Claw	100	1		1		1				1	99	oskill	260	1	10										t115												0	0
of Dragon Flight	100	1		1		1				1	99	oskill	275	1	10										t116												0	0
of Dragon Tail	100	1		1		1				1	99	oskill	270	1	10										t117												0	0
of Dragon Talon	100	1		1		1				1	99	oskill	255	1	10										t118												0	0
of Fade	100	1		1		1				1	99	oskill	267	1	10										t119												0	0
of Fire Blast	100	1		1		1				1	99	oskill	251	1	10										t11a												0	0
of Fists of Fire	100	1		1		1				1	99	oskill	259	1	10										t11b												0	0
of Lightning Sentry	100	1		1		1				1	99	oskill	271	1	10										t11c												0	0
of Mind Blast	100	1		1		1				1	99	oskill	273	1	10										t11d												0	0
of Phoenix Strike	100	1		1		1				1	99	oskill	280	1	10										t11e												0	0
of Psychic Hammer	100	1		1		1				1	99	oskill	253	1	10										t11f												0	0
of Shadow Master	100	1		1		1				1	99	oskill	279	1	10										t11g												0	0
of Shadow Warrior	100	1		1		1				1	99	oskill	268	1	10										t11h												0	0
of Shock Web	100	1		1		1				1	99	oskill	256	1	10										t11i												0	0
of Tiger Strike	100	1		1		1				1	99	oskill	254	1	10										t11j												0	0
of Venom	100	1		1		1				1	99	oskill	278	1	10										t11k												0	0
of Wake of Fire	100	1		1		1				1	99	oskill	262	1	10										t11l												0	0
of Wake of Inferno	100	1		1		1				1	99	oskill	272	1	10										t11m												0	0
of Weapon Block	100	1		1		1				1	99	oskill	263	1	10										t11n												0	0
of Axe Mastery	100	1		1		1				1	99	oskill	128	1	10										t11o												0	0
of Bash	100	1		1		1				1	99	oskill	126	1	10										t11p												0	0
of Battle Command	100	1		1		1				1	99	oskill	155	1	10										t11q												0	0
of Battle Cry	100	1		1		1				1	99	oskill	146	1	10										t11r												0	0
of Battle Orders	100	1		1		1				1	99	oskill	149	1	10										t11s												0	0
of Berserk	100	1		1		1				1	99	oskill	152	1	10										t11t												0	0
of Blade Mastery	100	1		1		1				1	99	oskill	127	1	10										t11u												0	0
of Concentrate	100	1		1		1				1	99	oskill	144	1	10										t11v												0	0
of Double Swing	100	1		1		1				1	99	oskill	133	1	10										t11w												0	0
of Double Throw	100	1		1		1				1	99	oskill	140	1	10										t11x												0	0
of Find Item	100	1		1		1				1	99	oskill	142	1	10										t11y												0	0
of Find Potion	100	1		1		1				1	99	oskill	131	1	10										t11z												0	0
of Frenzy	100	1		1		1				1	99	oskill	147	1	10										t120												0	0
of Grim Ward	100	1		1		1				1	99	oskill	150	1	10										t121												0	0
of Howl	100	1		1		1				1	99	oskill	130	1	10										t122												0	0
of Increased Speed	100	1		1		1				1	99	oskill	148	1	10										t123												0	0
of Increased Stamina	100	1		1		1				1	99	oskill	141	1	10										t124												0	0
of Iron Skin	100	1		1		1				1	99	oskill	145	1	10										t125												0	0
of Leap	100	1		1		1				1	99	oskill	132	1	10										t126												0	0
of Leap Attack	100	1		1		1				1	99	oskill	143	1	10										t127												0	0
of Mace Mastery	100	1		1		1				1	99	oskill	129	1	10										t128												0	0
of Natural Resistance	100	1		1		1				1	99	oskill	153	1	10										t129												0	0
of Polearm Mastery	100	1		1		1				1	99	oskill	134	1	10										t12a												0	0
of Shout	100	1		1		1				1	99	oskill	138	1	10										t12b												0	0
of Spear Mastery	100	1		1		1				1	99	oskill	136	1	10										t12c												0	0
of Stun	100	1		1		1				1	99	oskill	139	1	10										t12d												0	0
of Taunt	100	1		1		1				1	99	oskill	137	1	10										t12e												0	0
of Throwing Mastery	100	1		1		1				1	99	oskill	135	1	10										t12f												0	0
of War Cry	100	1		1		1				1	99	oskill	154	1	10										t12g												0	0
of Whirlwind	100	1		1		1				1	99	oskill	151	1	10										t12h												0	0
of Arctic Blast	100	1		1		1				1	99	oskill	230	1	10										t12i												0	0
of Armageddon	100	1		1		1				1	99	oskill	249	1	10										t12j												0	0
of Carrion Vine	100	1		1		1				1	99	oskill	231	1	10										t12k												0	0
of Cyclone Armor	100	1		1		1				1	99	oskill	235	1	10										t12l												0	0
of Feral Rage	100	1		1		1				1	99	oskill	232	1	10										t12m												0	0
of Firestorm	100	1		1		1				1	99	oskill	225	1	10										t12n												0	0
of Fire Claws	100	1		1		1				1	99	oskill	239	1	10										t12o												0	0
of Fissure	100	1		1		1				1	99	oskill	234	1	10										t12p												0	0
of Fury	100	1		1		1				1	99	oskill	248	1	10										t12q												0	0
of Heart of Wolverine	100	1		1		1				1	99	oskill	236	1	10										t12r												0	0
of Hunger	100	1		1		1				1	99	oskill	242	1	10										t12s												0	0
of Hurricane	100	1		1		1				1	99	oskill	250	1	10										t12t												0	0
of Lycanthropy	100	1		1		1				1	99	oskill	224	1	10										t12u												0	0
of Maul	100	1		1		1				1	99	oskill	233	1	10										t12v												0	0
of Molten Boulder	100	1		1		1				1	99	oskill	229	1	10										t12w												0	0
of Oak Sage	100	1		1		1				1	99	oskill	226	1	10										t12x												0	0
of Poison Creeper	100	1		1		1				1	99	oskill	222	1	10										t12y												0	0
of Rabies	100	1		1		1				1	99	oskill	238	1	10										t12z												0	0
of Raven	100	1		1		1				1	99	oskill	221	1	10										t130												0	0
of Shock Wave	100	1		1		1				1	99	oskill	243	1	10										t131												0	0
of Solar Creeper	100	1		1		1				1	99	oskill	241	1	10										t132												0	0
of Spirit of Barbs	100	1		1		1				1	99	oskill	246	1	10										t133												0	0
of Summon Dire Wolf	100	1		1		1				1	99	oskill	237	1	10										t134												0	0
of Summon Grizzly	100	1		1		1				1	99	oskill	247	1	10										t135												0	0
of Summon Spirit Wolf	100	1		1		1				1	99	oskill	227	1	10										t136												0	0
of Tornado	100	1		1		1				1	99	oskill	245	1	10										t137												0	0
of Twister	100	1		1		1				1	99	oskill	240	1	10										t138												0	0
of Volcano	100	1		1		1				1	99	oskill	244	1	10										t139												0	0
of Werebear	100	1		1		1				1	99	oskill	228	1	10										t13a												0	0
of Werewolf	100	1		1		1				1	99	oskill	223	1	10										t13b												0	0
of Amplify Damage	100	1		1		1				1	99	oskill	066	1	10										t13c												0	0
of Attract	100	1		1		1				1	99	oskill	086	1	10										t13d												0	0
of Blood Golem	100	1		1		1				1	99	oskill	085	1	10										t13e												0	0
of Bone Armor	100	1		1		1				1	99	oskill	068	1	10										t13f												0	0
of Bone Prison	100	1		1		1				1	99	oskill	088	1	10										t13g												0	0
of Bone Spear	100	1		1		1				1	99	oskill	084	1	10										t13h												0	0
of Bone Spirit	100	1		1		1				1	99	oskill	093	1	10										t13i												0	0
of Bone Wall	100	1		1		1				1	99	oskill	078	1	10										t13j												0	0
of Clay Golem	100	1		1		1				1	99	oskill	075	1	10										t13k												0	0
of Confuse	100	1		1		1				1	99	oskill	081	1	10										t13l												0	0
of Corpse Explosion	100	1		1		1				1	99	oskill	074	1	10										t13m												0	0
of Decrepify	100	1		1		1				1	99	oskill	087	1	10										t13n												0	0
of Dim Vision	100	1		1		1				1	99	oskill	071	1	10										t13o												0	0
of Fire Golem	100	1		1		1				1	99	oskill	094	1	10										t13p												0	0
of Golem Mastery	100	1		1		1				1	99	oskill	079	1	10										t13q												0	0
of Iron Golem	100	1		1		1				1	99	oskill	090	1	10										t13r												0	0
of Iron Maiden	100	1		1		1				1	99	oskill	076	1	10										t13s												0	0
of Life Tap	100	1		1		1				1	99	oskill	082	1	10										t13t												0	0
of Lower Resist	100	1		1		1				1	99	oskill	091	1	10										t13u												0	0
of Poison Dagger	100	1		1		1				1	99	oskill	073	1	10										t13v												0	0
of Poison Explosion	100	1		1		1				1	99	oskill	083	1	10										t13w												0	0
of Poison Nova	100	1		1		1				1	99	oskill	092	1	10										t13x												0	0
of Raise Skeletal Mage	100	1		1		1				1	99	oskill	080	1	10										t13y												0	0
of Raise Skeleton	100	1		1		1				1	99	oskill	070	1	10										t13z												0	0
of Revive	100	1		1		1				1	99	oskill	095	1	10										t140												0	0
of Skeleton Mastery	100	1		1		1				1	99	oskill	069	1	10										t141												0	0
of Summon Resist	100	1		1		1				1	99	oskill	089	1	10										t142												0	0
of Teeth	100	1		1		1				1	99	oskill	067	1	10										t143												0	0
of Terror	100	1		1		1				1	99	oskill	077	1	10										t144												0	0
of Weaken	100	1		1		1				1	99	oskill	072	1	10										t145												0	0
of Blessed Aim	100	1		1		1				1	99	oskill	108	1	10										t146												0	0
of Blessed Hammer	100	1		1		1				1	99	oskill	112	1	10										t147												0	0
of Charge	100	1		1		1				1	99	oskill	107	1	10										t148												0	0
of Cleansing	100	1		1		1				1	99	oskill	109	1	10										t149												0	0
of Concentration	100	1		1		1				1	99	oskill	113	1	10										t14a												0	0
of Conversion	100	1		1		1				1	99	oskill	116	1	10										t14b												0	0
of Conviction	100	1		1		1				1	99	oskill	123	1	10										t14c												0	0
of Defiance	100	1		1		1				1	99	oskill	104	1	10										t14d												0	0
of Fanaticism	100	1		1		1				1	99	oskill	122	1	10										t14e												0	0
of Fist of the Heavens	100	1		1		1				1	99	oskill	121	1	10										t14f												0	0
of Holy Bolt	100	1		1		1				1	99	oskill	101	1	10										t14g												0	0
of Holy Fire	100	1		1		1				1	99	oskill	102	1	10										t14h												0	0
of Holy Freeze	100	1		1		1				1	99	oskill	114	1	10										t14i												0	0
of Holy Shield	100	1		1		1				1	99	oskill	117	1	10										t14j												0	0
of Holy Shock	100	1		1		1				1	99	oskill	118	1	10										t14k												0	0
of Meditation	100	1		1		1				1	99	oskill	120	1	10										t14l												0	0
of Might	100	1		1		1				1	99	oskill	098	1	10										t14m												0	0
of Prayer	100	1		1		1				1	99	oskill	099	1	10										t14n												0	0
of Redemption	100	1		1		1				1	99	oskill	124	1	10										t14o												0	0
of Resist Cold	100	1		1		1				1	99	oskill	105	1	10										t14p												0	0
of Resist Fire	100	1		1		1				1	99	oskill	100	1	10										t14q												0	0
of Resist Lightning	100	1		1		1				1	99	oskill	110	1	10										t14r												0	0
of Sacrifice	100	1		1		1				1	99	oskill	096	1	10										t14s												0	0
of Salvation	100	1		1		1				1	99	oskill	125	1	10										t14t												0	0
of Sanctuary	100	1		1		1				1	99	oskill	119	1	10										t14u												0	0
of Smite	100	1		1		1				1	99	oskill	097	1	10										t14v												0	0
of Thorns	100	1		1		1				1	99	oskill	103	1	10										t14w												0	0
of Vengeance	100	1		1		1				1	99	oskill	111	1	10										t14x												0	0
of Vigor	100	1		1		1				1	99	oskill	115	1	10										t14y												0	0
of Zeal	100	1		1		1				1	99	oskill	106	1	10										t14z												0	0
of Blaze	100	1		1		1				1	99	oskill	046	1	10										t150												0	0
of Blizzard	100	1		1		1				1	99	oskill	059	1	10										t151												0	0
of Chain Lightning	100	1		1		1				1	99	oskill	053	1	10										t152												0	0
of Charged Bolt	100	1		1		1				1	99	oskill	038	1	10										t153												0	0
of Chilling Armor	100	1		1		1				1	99	oskill	060	1	10										t154												0	0
of Cold Mastery	100	1		1		1				1	99	oskill	065	1	10										t155												0	0
of Enchant	100	1		1		1				1	99	oskill	052	1	10										t156												0	0
of Energy Shield	100	1		1		1				1	99	oskill	058	1	10										t157												0	0
of Fire Ball	100	1		1		1				1	99	oskill	047	1	10										t158												0	0
of Fire Bolt	100	1		1		1				1	99	oskill	036	1	10										t159												0	0
of Fire Mastery	100	1		1		1				1	99	oskill	061	1	10										t15a												0	0
of Fire Wall	100	1		1		1				1	99	oskill	051	1	10										t15b												0	0
of Frost Nova	100	1		1		1				1	99	oskill	044	1	10										t15c												0	0
of Frozen Armor	100	1		1		1				1	99	oskill	040	1	10										t15d												0	0
of Frozen Orb	100	1		1		1				1	99	oskill	064	1	10										t15e												0	0
of Glacial Spike	100	1		1		1				1	99	oskill	055	1	10										t15f												0	0
of Hydra	100	1		1		1				1	99	oskill	062	1	10										t15g												0	0
of Ice Blast	100	1		1		1				1	99	oskill	045	1	10										t15h												0	0
of Ice Bolt	100	1		1		1				1	99	oskill	039	1	10										t15i												0	0
of Inferno	100	1		1		1				1	99	oskill	041	1	10										t15j												0	0
of Lightning	100	1		1		1				1	99	oskill	049	1	10										t15k												0	0
of Lightning Mastery	100	1		1		1				1	99	oskill	063	1	10										t15l												0	0
of Meteor	100	1		1		1				1	99	oskill	056	1	10										t15m												0	0
of Nova	100	1		1		1				1	99	oskill	048	1	10										t15n												0	0
of Shiver Armor	100	1		1		1				1	99	oskill	050	1	10										t15o												0	0
of Static Field	100	1		1		1				1	99	oskill	042	1	10										t15p												0	0
of Telekinesis	100	1		1		1				1	99	oskill	043	1	10										t15q												0	0
of Teleport	100	1		1		1				1	99	oskill	054	1	10										t15r												0	0
of Thunder Storm	100	1		1		1				1	99	oskill	057	1	10										t15s												0	0
of Warmth	100	1		1		1				1	99	oskill	037	1	10										t15t												0	0
